# ----------------------------------------
# rebeccaminkoff.com
# Channels
# 20160209-20171108
# ----------------------------------------

Source / Medium,Date,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Revenue
bm23 / email,20160815,"5,554",22.40%,"1,244",34.12%,3.80,00:03:16,0.67%,37,"$6,078.84"
google / cpc,20170113,"5,554",44.72%,"2,484",15.38%,5.54,00:04:04,1.48%,82,"$9,085.91"
google / organic,20170226,"5,552",47.98%,"2,664",19.52%,5.52,00:04:30,0.58%,32,"$6,071.23"
(direct) / (none),20160816,"5,549",60.05%,"3,332",21.05%,2.56,00:02:03,0.29%,16,"$2,379.17"
google / organic,20170320,"5,548",49.10%,"2,724",21.18%,4.78,00:04:01,0.67%,37,"$6,706.14"
google / cpc,20161117,"5,546",48.41%,"2,685",16.99%,5.15,00:03:56,0.94%,52,"$9,235.86"
google / organic,20160321,"5,544",51.35%,"2,847",20.98%,4.44,00:03:46,0.41%,23,"$5,253.52"
bm23 / email,20170711,"5,543",25.64%,"1,421",31.88%,4.57,00:03:58,0.85%,47,"$9,906.65"
google / organic,20171031,"5,542",52.08%,"2,886",26.20%,4.15,00:04:28,0.88%,49,"$8,646.88"
(direct) / (none),20160419,"5,541",57.79%,"3,202",14.60%,2.40,00:01:52,0.32%,18,"$4,068.44"
google / cpc,20170227,"5,541",51.96%,"2,879",17.29%,4.45,00:03:23,0.90%,50,"$9,568.85"
google / organic,20160530,"5,539",48.37%,"2,679",13.07%,4.54,00:04:13,1.05%,58,"$8,477.16"
google / organic,20160308,"5,536",45.94%,"2,543",20.92%,5.30,00:04:49,0.70%,39,"$8,137.71"
bm23 / email,20161218,"5,534",24.52%,"1,357",31.66%,4.32,00:03:30,1.39%,77,"$12,826.35"
google / cpc,20170129,"5,532",45.93%,"2,541",20.23%,5.09,00:03:49,0.96%,53,"$9,056.87"
google / cpc,20171107,"5,531",56.21%,"3,109",35.02%,3.31,00:02:56,0.98%,54,"$8,770.80"
bm23 / email,20160829,"5,528",26.56%,"1,468",37.12%,3.74,00:02:53,0.67%,37,"$8,186.55"
google / organic,20170216,"5,525",47.24%,"2,610",18.35%,5.38,00:04:36,0.83%,46,"$8,113.97"
google / cpc,20170131,"5,524",44.66%,"2,467",20.91%,4.94,00:03:55,1.10%,61,"$10,395.94"
google / organic,20170322,"5,524",48.75%,"2,693",19.64%,4.81,00:04:12,0.54%,30,"$4,593.24"
google / organic,20160416,"5,522",50.27%,"2,776",15.56%,4.91,00:04:04,0.74%,41,"$7,703.30"
google / cpc,20160409,"5,521",40.63%,"2,243",17.26%,4.62,00:03:36,0.58%,32,"$6,753.40"
google / organic,20161112,"5,521",50.90%,"2,810",18.78%,6.05,00:05:16,0.53%,29,"$4,641.65"
google / organic,20161204,"5,521",49.48%,"2,732",17.42%,5.51,00:04:43,0.85%,47,"$7,849.32"
google / organic,20170224,"5,519",46.73%,"2,579",17.83%,5.58,00:04:48,0.92%,51,"$7,062.35"
google / cpc,20161116,"5,516",47.37%,"2,613",17.48%,5.04,00:04:02,1.12%,62,"$10,690.74"
google / organic,20170321,"5,514",50.51%,"2,785",20.29%,4.90,00:04:17,0.63%,35,"$5,867.46"
(direct) / (none),20170315,"5,512",73.44%,"4,048",27.83%,3.24,00:02:39,0.60%,33,"$8,664.34"
google / organic,20160222,"5,509",49.59%,"2,732",27.21%,4.97,00:04:22,0.31%,17,"$2,482.78"
bm23 / email,20160704,"5,508",24.18%,"1,332",30.34%,4.28,00:03:46,0.96%,53,"$8,222.49"
google / cpc,20170223,"5,508",47.10%,"2,594",18.63%,4.65,00:03:24,0.80%,44,"$5,840.35"
google / cpc,20161111,"5,507",45.91%,"2,528",17.83%,5.46,00:04:34,1.49%,82,"$11,518.27"
google / cpc,20170302,"5,503",46.57%,"2,563",18.61%,4.61,00:03:45,0.89%,49,"$8,181.10"
google / organic,20160328,"5,502",49.78%,"2,739",21.50%,4.88,00:04:20,0.65%,36,"$7,659.90"
google / organic,20170601,"5,501",48.12%,"2,647",20.74%,5.47,00:05:15,1.00%,55,"$8,279.32"
(direct) / (none),20160929,"5,500",62.71%,"3,449",23.60%,3.43,00:03:09,0.53%,29,"$5,417.82"
(direct) / (none),20170211,"5,499",68.25%,"3,753",23.77%,2.66,00:01:50,0.24%,13,"$2,430.94"
bm23 / email,20170531,"5,498",24.63%,"1,354",34.10%,3.98,00:03:33,1.18%,65,"$11,606.36"
google / organic,20160331,"5,498",52.36%,"2,879",21.55%,4.89,00:04:03,0.44%,24,"$4,341.13"
bm23 / email,20161129,"5,497",13.41%,737,21.25%,5.92,00:05:41,3.67%,202,"$30,645.40"
google / organic,20160312,"5,496",47.83%,"2,629",19.43%,5.39,00:04:32,0.67%,37,"$9,174.82"
google / organic,20170119,"5,495",48.17%,"2,647",19.51%,5.13,00:04:20,0.53%,29,"$4,640.24"
bm23 / email,20170930,"5,493",27.64%,"1,518",36.36%,3.80,00:03:05,0.62%,34,"$6,056.43"
google / organic,20170228,"5,493",46.86%,"2,574",18.64%,5.33,00:04:41,0.67%,37,"$6,434.74"
google / organic,20160730,"5,491",45.07%,"2,475",18.27%,5.90,00:05:11,1.27%,70,"$12,205.38"
google / cpc,20161114,"5,487",47.11%,"2,585",16.49%,4.97,00:03:50,1.06%,58,"$8,944.63"
google / organic,20160905,"5,484",46.64%,"2,558",18.11%,5.81,00:04:52,1.04%,57,"$8,717.89"
Facebook / paidsocial,20170514,"5,483",25.81%,"1,415",22.23%,6.19,00:05:40,1.40%,77,"$12,696.28"
google / cpc,20161001,"5,481",47.56%,"2,607",27.22%,5.21,00:04:17,0.93%,51,"$7,498.95"
(direct) / (none),20170817,"5,480",72.81%,"3,990",55.84%,3.12,00:02:20,0.35%,19,"$3,279.70"
google / cpc,20170207,"5,479",46.65%,"2,556",15.39%,5.25,00:04:08,1.08%,59,"$9,933.72"
google / organic,20160226,"5,478",46.60%,"2,553",26.14%,5.08,00:04:15,0.51%,28,"$7,020.62"
google / cpc,20160817,"5,476",50.24%,"2,751",22.15%,4.63,00:03:52,1.26%,69,"$11,504.86"
google / cpc,20170301,"5,469",47.08%,"2,575",18.63%,4.63,00:03:39,1.37%,75,"$12,983.85"
google / organic,20160325,"5,468",49.91%,"2,729",20.26%,4.86,00:04:17,0.59%,32,"$5,737.73"
google / organic,20170111,"5,462",49.25%,"2,690",19.83%,4.95,00:04:15,0.40%,22,"$3,658.00"
google / organic,20170910,"5,462",51.21%,"2,797",26.57%,6.25,00:05:02,0.55%,30,"$5,693.33"
google / organic,20170125,"5,461",48.03%,"2,623",18.71%,5.25,00:04:35,0.70%,38,"$7,840.36"
google / cpc,20161108,"5,456",48.59%,"2,651",18.84%,4.99,00:04:02,1.15%,63,"$9,982.52"
google / organic,20160412,"5,454",50.92%,"2,777",17.71%,4.47,00:03:50,0.39%,21,"$4,174.13"
google / cpc,20170115,"5,453",47.41%,"2,585",17.18%,5.41,00:04:01,1.38%,75,"$8,344.85"
google / organic,20160413,"5,453",51.18%,"2,791",16.34%,4.40,00:03:55,0.57%,31,"$6,407.14"
google / cpc,20170225,"5,452",49.12%,"2,678",20.30%,4.56,00:03:22,0.94%,51,"$8,189.54"
cj / affiliate,20160801,"5,451",46.47%,"2,533",24.71%,3.94,00:04:15,2.00%,109,"$16,026.71"
Rebecca Minkoff Newsletter / email,20160315,"5,451",24.53%,"1,337",14.55%,5.08,00:04:11,1.47%,80,"$24,356.56"
google / organic,20160323,"5,450",47.58%,"2,593",20.48%,4.99,00:04:23,0.75%,41,"$5,912.85"
google / organic,20170106,"5,449",48.23%,"2,628",20.43%,5.46,00:04:37,1.32%,72,"$5,457.06"
google / organic,20160411,"5,447",51.53%,"2,807",16.34%,4.61,00:03:55,0.64%,35,"$5,682.92"
google / cpc,20170222,"5,445",46.94%,"2,556",19.74%,4.77,00:03:40,1.05%,57,"$8,570.57"
(direct) / (none),20160703,"5,442",61.21%,"3,331",17.79%,2.91,00:02:20,0.44%,24,"$3,226.34"
google / organic,20160603,"5,442",46.99%,"2,557",19.02%,5.15,00:04:50,0.96%,52,"$8,735.80"
google / organic,20160403,"5,440",49.82%,"2,710",20.29%,4.70,00:03:54,0.57%,31,"$5,699.49"
google / organic,20160507,"5,439",51.15%,"2,782",16.60%,5.13,00:04:27,0.92%,50,"$10,105.54"
google / organic,20170126,"5,438",48.18%,"2,620",19.09%,5.21,00:04:35,0.99%,54,"$7,909.00"
borderfree / email,20171010,"5,433",70.92%,"3,853",0.74%,7.27,00:03:12,0.35%,19,"$3,290.19"
google / organic,20170907,"5,433",56.69%,"3,080",29.63%,5.53,00:04:52,0.72%,39,"$6,955.80"
google / organic,20160531,"5,431",49.46%,"2,686",18.01%,4.80,00:04:29,1.10%,60,"$9,045.62"
google / organic,20170326,"5,430",49.37%,"2,681",21.69%,4.67,00:03:55,0.53%,29,"$5,369.42"
google / organic,20170117,"5,429",48.22%,"2,618",20.37%,5.29,00:04:58,0.61%,33,"$4,756.87"
(direct) / (none),20161023,"5,428",65.97%,"3,581",27.89%,2.71,00:01:55,0.39%,21,"$2,988.58"
google / organic,20170531,"5,428",48.82%,"2,650",19.64%,5.69,00:05:20,1.23%,67,"$10,171.81"
(direct) / (none),20170622,"5,425",77.73%,"4,217",55.15%,3.25,00:02:34,0.50%,27,"$3,570.58"
bm23 / email,20170708,"5,424",27.86%,"1,511",37.92%,3.59,00:02:43,0.57%,31,"$4,423.04"
google / organic,20160523,"5,423",50.89%,"2,760",13.79%,4.60,00:04:11,0.63%,34,"$5,928.13"
google / cpc,20161103,"5,422",48.16%,"2,611",16.89%,4.67,00:03:30,0.92%,50,"$9,275.84"
google / organic,20170201,"5,420",48.52%,"2,630",18.36%,5.24,00:04:26,0.50%,27,"$3,326.75"
google / organic,20160524,"5,415",50.62%,"2,741",12.80%,4.94,00:04:34,0.85%,46,"$7,499.05"
google / organic,20170211,"5,415",48.49%,"2,626",20.37%,5.52,00:04:27,0.61%,33,"$5,376.85"
ls / affiliate,20170626,"5,415",43.43%,"2,352",28.22%,3.85,00:03:47,1.79%,97,"$14,246.56"
(direct) / (none),20170312,"5,410",71.76%,"3,882",27.02%,3.65,00:02:42,0.59%,32,"$8,173.87"
google / cpc,20161004,"5,410",45.97%,"2,487",22.57%,5.25,00:04:33,1.24%,67,"$10,618.79"
google / cpc,20171101,"5,409",52.10%,"2,818",36.03%,3.42,00:03:02,0.79%,43,"$7,392.35"
(direct) / (none),20160424,"5,407",57.15%,"3,090",14.02%,2.51,00:01:51,0.26%,14,"$2,430.03"
google / organic,20170319,"5,407",50.25%,"2,717",20.36%,5.11,00:04:18,0.87%,47,"$8,024.00"
(direct) / (none),20160608,"5,404",59.53%,"3,217",21.48%,2.67,00:02:04,0.43%,23,"$4,734.17"
google / cpc,20160910,"5,404",50.41%,"2,724",20.61%,5.25,00:04:04,0.98%,53,"$9,780.94"
google / organic,20170213,"5,404",47.35%,"2,559",20.23%,4.98,00:04:08,0.44%,24,"$3,839.94"
google / cpc,20160418,"5,402",50.43%,"2,724",14.46%,4.19,00:03:14,0.74%,40,"$7,349.22"
google / organic,20161002,"5,400",48.54%,"2,621",21.89%,5.36,00:04:44,1.07%,58,"$9,628.83"
bm23 / email,20170214,"5,395",25.84%,"1,394",36.61%,3.70,00:03:03,0.70%,38,"$7,398.97"
(direct) / (none),20160925,"5,394",63.22%,"3,410",21.32%,2.72,00:02:10,0.33%,18,"$2,999.28"
(direct) / (none),20161105,"5,394",65.67%,"3,542",24.49%,2.84,00:02:06,0.46%,25,"$4,750.47"
(direct) / (none),20161018,"5,393",62.14%,"3,351",20.51%,2.92,00:02:18,0.39%,21,"$5,192.76"
(direct) / (none),20170626,"5,392",75.96%,"4,096",57.29%,3.01,00:02:17,0.78%,42,"$6,234.16"
(direct) / (none),20160426,"5,391",57.37%,"3,093",13.82%,2.68,00:02:10,0.48%,26,"$5,691.49"
(direct) / (none),20161104,"5,389",63.69%,"3,432",25.64%,2.60,00:02:00,0.46%,25,"$4,725.50"
google / organic,20160912,"5,385",51.85%,"2,792",23.77%,4.85,00:04:16,0.76%,41,"$7,799.28"
google / organic,20160902,"5,384",46.64%,"2,511",16.46%,5.79,00:05:10,1.47%,79,"$14,544.96"
Rebecca Minkoff Newsletter / email,20160314,"5,383",23.00%,"1,238",22.07%,4.45,00:03:43,0.95%,51,"$15,598.99"
google / organic,20170812,"5,380",45.76%,"2,462",20.43%,6.31,00:05:46,1.43%,77,"$12,142.54"
Rebecca Minkoff Newsletter / email,20160504,"5,378",26.81%,"1,442",19.54%,3.82,00:03:24,0.73%,39,"$10,171.43"
google / cpc,20170831,"5,376",46.89%,"2,521",33.31%,4.90,00:03:53,1.38%,74,"$12,964.55"
google / organic,20160519,"5,375",46.46%,"2,497",14.01%,4.55,00:04:14,0.80%,43,"$7,390.76"
google / organic,20160526,"5,374",47.25%,"2,539",13.64%,5.13,00:04:49,1.04%,56,"$9,116.06"
google / organic,20160614,"5,372",48.14%,"2,586",19.08%,5.00,00:04:28,0.67%,36,"$6,372.11"
google / organic,20161110,"5,372",50.76%,"2,727",18.71%,5.35,00:04:48,0.76%,41,"$7,233.69"
google / cpc,20170221,"5,369",44.12%,"2,369",19.87%,4.84,00:03:44,0.99%,53,"$9,386.99"
(direct) / (none),20160704,"5,365",60.45%,"3,243",17.28%,2.92,00:02:28,0.80%,43,"$9,242.39"
cj / affiliate,20160704,"5,365",42.29%,"2,269",24.60%,4.08,00:03:41,1.17%,63,"$9,669.47"
(direct) / (none),20170226,"5,364",70.73%,"3,794",26.64%,2.71,00:01:57,0.34%,18,"$2,825.16"
google / cpc,20160509,"5,364",49.93%,"2,678",9.96%,6.46,00:05:22,1.44%,77,"$13,240.14"
(direct) / (none),20170712,"5,362",74.97%,"4,020",54.92%,3.42,00:02:59,0.58%,31,"$4,801.45"
google / organic,20160408,"5,361",52.62%,"2,821",15.69%,4.50,00:03:55,0.54%,29,"$5,598.38"
google / cpc,20170110,"5,358",44.77%,"2,399",16.01%,5.07,00:03:48,0.86%,46,"$7,806.78"
(direct) / (none),20170301,"5,357",70.43%,"3,773",26.79%,3.00,00:02:23,0.45%,24,"$4,047.60"
google / organic,20170306,"5,357",48.18%,"2,581",19.77%,5.46,00:04:37,0.82%,44,"$6,593.92"
Rebecca Minkoff Newsletter / email,20160429,"5,355",24.65%,"1,320",23.10%,3.92,00:03:29,0.62%,33,"$5,562.20"
google / organic,20160505,"5,354",50.80%,"2,720",15.48%,4.85,00:04:10,0.69%,37,"$8,200.58"
google / organic,20160428,"5,351",49.97%,"2,674",15.72%,4.85,00:04:20,0.71%,38,"$8,454.75"
google / organic,20170529,"5,351",48.81%,"2,612",21.23%,5.20,00:04:41,1.25%,67,"$12,103.87"
bm23 / email,20170527,"5,349",23.14%,"1,238",30.30%,4.10,00:03:24,1.14%,61,"$8,878.49"
google / organic,20161108,"5,348",47.94%,"2,564",18.12%,5.36,00:04:44,0.77%,41,"$6,246.92"
(direct) / (none),20170604,"5,347",74.06%,"3,960",35.81%,3.43,00:02:57,0.58%,31,"$6,492.21"
google / cpc,20170917,"5,347",53.30%,"2,850",37.55%,4.49,00:03:18,0.92%,49,"$7,820.58"
(direct) / (none),20170703,"5,345",77.29%,"4,131",52.93%,3.24,00:02:34,0.71%,38,"$6,076.76"
bm23 / email,20170103,"5,345",17.01%,909,29.92%,4.62,00:03:57,0.77%,41,"$7,816.63"
(direct) / (none),20160923,"5,340",63.80%,"3,407",21.16%,2.86,00:02:25,0.30%,16,"$2,682.61"
google / organic,20161101,"5,340",46.91%,"2,505",23.11%,5.30,00:04:35,0.88%,47,"$8,741.19"
google / cpc,20160912,"5,335",47.35%,"2,526",20.54%,5.26,00:04:12,1.22%,65,"$10,600.53"
google / cpc,20170108,"5,333",44.89%,"2,394",17.33%,5.08,00:03:35,0.96%,51,"$6,935.09"
ls / affiliate,20170703,"5,333",53.33%,"2,844",19.46%,4.54,00:04:22,2.18%,116,"$27,352.60"
google / organic,20170225,"5,331",47.20%,"2,516",20.52%,5.59,00:04:40,0.56%,30,"$5,197.16"
(direct) / (none),20170421,"5,329",77.20%,"4,114",32.63%,2.95,00:02:25,0.47%,25,"$4,612.16"
google / organic,20160218,"5,329",50.76%,"2,705",26.53%,5.05,00:04:19,0.47%,25,"$4,850.40"
google / organic,20170210,"5,328",49.64%,"2,645",19.65%,5.24,00:04:32,0.47%,25,"$4,586.55"
google / cpc,20161112,"5,325",47.55%,"2,532",19.34%,5.11,00:03:53,0.90%,48,"$9,245.14"
ls / affiliate,20161018,"5,325",47.04%,"2,505",36.77%,3.39,00:03:22,1.20%,64,"$8,962.68"
google / cpc,20171103,"5,322",54.53%,"2,902",38.14%,3.16,00:02:43,0.73%,39,"$5,870.77"
(direct) / (none),20170228,"5,321",72.32%,"3,848",29.41%,2.66,00:01:52,0.34%,18,"$3,117.98"
bm23 / email,20160630,"5,321",18.87%,"1,004",28.87%,5.37,00:05:31,2.80%,149,"$19,688.91"
google / organic,20161103,"5,321",52.79%,"2,809",19.39%,5.02,00:04:32,0.58%,31,"$4,242.15"
google / cpc,20161115,"5,320",47.01%,"2,501",16.94%,4.86,00:03:59,0.77%,41,"$6,783.98"
google / cpc,20170209,"5,319",45.59%,"2,425",16.90%,4.96,00:03:51,1.05%,56,"$9,469.11"
google / organic,20160304,"5,319",46.94%,"2,497",24.82%,5.09,00:04:20,0.68%,36,"$6,848.19"
google / organic,20160726,"5,317",49.90%,"2,653",18.56%,5.89,00:05:29,1.43%,76,"$10,523.97"
google / cpc,20170909,"5,316",50.85%,"2,703",34.54%,4.78,00:03:34,1.02%,54,"$9,199.98"
google / organic,20160223,"5,316",50.04%,"2,660",26.99%,5.06,00:04:21,0.79%,42,"$7,811.92"
(direct) / (none),20170714,"5,315",74.69%,"3,970",58.38%,3.18,00:02:28,0.47%,25,"$4,726.97"
google / organic,20170302,"5,314",45.52%,"2,419",18.82%,5.87,00:05:35,0.81%,43,"$8,357.43"
bm23 / email,20160910,"5,313",24.94%,"1,325",44.49%,3.68,00:03:09,0.64%,34,"$7,269.40"
google / organic,20171015,"5,312",63.37%,"3,366",28.48%,3.98,00:03:45,0.55%,29,"$4,447.24"
(direct) / (none),20160428,"5,310",57.36%,"3,046",14.20%,2.63,00:02:13,0.38%,20,"$3,591.08"
google / organic,20160605,"5,310",48.68%,"2,585",19.92%,4.78,00:04:01,0.72%,38,"$7,647.13"
(direct) / (none),20160609,"5,309",59.37%,"3,152",18.91%,3.04,00:02:25,0.40%,21,"$2,711.55"
(direct) / (none),20160503,"5,306",57.07%,"3,028",12.85%,2.44,00:01:53,0.51%,27,"$4,600.29"
google / cpc,20170918,"5,306",54.82%,"2,909",36.52%,4.24,00:03:08,0.70%,37,"$6,928.04"
google / cpc,20170106,"5,304",45.34%,"2,405",15.78%,5.24,00:03:55,1.43%,76,"$6,693.18"
google / organic,20160522,"5,303",52.63%,"2,791",13.63%,4.70,00:04:04,0.55%,29,"$5,340.78"
google / cpc,20160718,"5,302",51.06%,"2,707",21.95%,4.67,00:03:37,1.17%,62,"$8,115.47"
ls / affiliate,20170627,"5,301",44.31%,"2,349",30.73%,3.98,00:03:48,1.75%,93,"$12,507.60"
google / cpc,20170906,"5,300",52.04%,"2,758",40.57%,4.41,00:03:31,1.04%,55,"$8,410.23"
(direct) / (none),20160531,"5,294",59.71%,"3,161",18.04%,2.54,00:02:05,0.57%,30,"$4,763.58"
(direct) / (none),20160926,"5,294",62.96%,"3,333",20.23%,2.67,00:02:10,0.45%,24,"$6,442.34"
google / organic,20160422,"5,294",49.43%,"2,617",17.13%,4.57,00:03:58,0.60%,32,"$6,106.56"
google / organic,20170327,"5,290",50.78%,"2,686",21.98%,4.43,00:03:55,0.55%,29,"$4,247.36"
google / organic,20170307,"5,289",48.72%,"2,577",22.54%,5.31,00:04:25,0.79%,42,"$7,573.64"
bm23 / email,20171021,"5,285",55.27%,"2,921",38.54%,3.08,00:02:42,0.45%,24,"$4,319.65"
google / cpc,20170116,"5,284",46.92%,"2,479",16.43%,5.02,00:03:29,0.74%,39,"$6,197.79"
google / cpc,20170711,"5,284",49.13%,"2,596",19.30%,4.41,00:03:30,1.04%,55,"$8,737.22"
google / organic,20170215,"5,284",47.43%,"2,506",18.75%,5.08,00:04:29,0.61%,32,"$6,217.08"
google / cpc,20170713,"5,282",50.55%,"2,670",18.95%,4.35,00:03:14,1.00%,53,"$8,528.04"
google / cpc,20170919,"5,282",55.94%,"2,955",36.16%,4.01,00:03:03,0.66%,35,"$6,987.48"
google / organic,20160705,"5,282",47.82%,"2,526",17.61%,5.16,00:04:38,0.97%,51,"$6,386.27"
google / organic,20161224,"5,282",45.70%,"2,414",19.42%,5.88,00:05:10,1.36%,72,"$10,565.19"
google / cpc,20170908,"5,280",50.04%,"2,642",40.51%,4.40,00:03:28,1.17%,62,"$11,474.63"
google / cpc,20170604,"5,277",52.17%,"2,753",19.92%,4.52,00:03:30,1.08%,57,"$8,815.55"
google / organic,20170507,"5,276",51.42%,"2,713",22.50%,5.09,00:04:19,0.57%,30,"$5,488.39"
(direct) / (none),20170517,"5,273",74.38%,"3,922",36.39%,2.86,00:02:10,0.61%,32,"$4,568.89"
google / organic,20160320,"5,272",51.44%,"2,712",18.78%,4.79,00:04:02,0.40%,21,"$3,859.58"
facebook / paidsocial,20160803,"5,271",24.82%,"1,308",21.10%,4.61,00:04:14,1.29%,68,"$12,830.03"
bm23 / email,20160826,"5,263",26.18%,"1,378",33.57%,3.69,00:02:52,0.80%,42,"$9,313.36"
google / organic,20160725,"5,262",51.29%,"2,699",19.69%,4.87,00:04:16,0.59%,31,"$6,583.05"
google / organic,20160810,"5,262",49.87%,"2,624",18.74%,5.53,00:04:57,0.74%,39,"$7,815.73"
google / cpc,20160708,"5,261",55.58%,"2,924",29.31%,4.00,00:03:01,0.78%,41,"$5,981.76"
ls / affiliate,20161117,"5,258",63.75%,"3,352",35.15%,3.23,00:02:57,1.29%,68,"$10,076.10"
(direct) / (none),20160612,"5,257",60.36%,"3,173",19.40%,2.89,00:02:08,0.29%,15,"$2,841.60"
bm23 / email,20170802,"5,256",28.67%,"1,507",33.58%,3.56,00:02:48,0.23%,12,"$1,696.59"
google / cpc,20170114,"5,255",47.65%,"2,504",16.67%,5.43,00:03:52,1.33%,70,"$7,196.85"
google / organic,20170518,"5,255",46.74%,"2,456",22.11%,4.56,00:04:00,0.49%,26,"$5,086.45"
(direct) / (none),20170227,"5,254",70.92%,"3,726",27.77%,2.70,00:01:52,0.53%,28,"$6,332.53"
msn / cpc,20160514,"5,254",4.32%,227,19.55%,3.66,00:03:13,0.72%,38,"$7,192.68"
google / organic,20161102,"5,250",48.90%,"2,567",18.29%,5.29,00:04:26,0.57%,30,"$5,295.61"
ls / affiliate,20170107,"5,249",63.46%,"3,331",32.86%,3.38,00:02:36,2.06%,108,"$14,988.53"
google / organic,20161010,"5,247",48.50%,"2,545",24.85%,5.40,00:04:59,0.76%,40,"$6,533.73"
(direct) / (none),20160624,"5,244",58.71%,"3,079",17.58%,3.66,00:03:12,0.76%,40,"$6,764.38"
google / cpc,20170703,"5,243",48.45%,"2,540",20.03%,4.97,00:04:08,1.41%,74,"$11,383.17"
google / cpc,20170924,"5,243",52.05%,"2,729",36.09%,4.54,00:03:34,0.74%,39,"$10,589.10"
cj / affiliate,20160605,"5,242",40.50%,"2,123",26.17%,4.17,00:04:22,1.77%,93,"$11,668.69"
google / organic,20160305,"5,239",48.46%,"2,539",20.84%,5.33,00:04:33,0.63%,33,"$5,838.04"
ls / affiliate,20170701,"5,239",57.26%,"3,000",24.45%,3.90,00:03:45,1.70%,89,"$11,718.45"
google / cpc,20160930,"5,238",47.65%,"2,496",27.45%,5.15,00:04:12,1.18%,62,"$12,545.47"
google / cpc,20170907,"5,238",51.26%,"2,685",37.48%,4.47,00:03:33,1.05%,55,"$9,936.57"
google / cpc,20170928,"5,237",51.75%,"2,710",36.07%,4.52,00:03:24,0.80%,42,"$7,461.37"
bm23 / email,20170111,"5,236",21.50%,"1,126",33.42%,3.96,00:03:15,0.52%,27,"$4,311.76"
bm23 / email,20160720,"5,234",24.21%,"1,267",39.09%,3.73,00:03:06,0.99%,52,"$7,807.78"
google / organic,20160330,"5,233",50.16%,"2,625",21.73%,4.76,00:03:58,0.57%,30,"$5,206.52"
(direct) / (none),20160504,"5,231",57.69%,"3,018",13.53%,2.48,00:01:53,0.63%,33,"$6,531.22"
google / organic,20160822,"5,231",46.82%,"2,449",19.58%,5.23,00:04:42,1.01%,53,"$10,831.62"
google / organic,20160228,"5,229",48.69%,"2,546",27.10%,4.53,00:03:38,0.52%,27,"$6,199.99"
google / organic,20170627,"5,228",48.07%,"2,513",22.09%,5.08,00:04:28,0.59%,31,"$5,524.74"
(direct) / (none),20161020,"5,227",65.26%,"3,411",25.60%,2.66,00:02:01,0.65%,34,"$6,201.22"
google / cpc,20170524,"5,226",48.66%,"2,543",21.22%,4.43,00:03:31,1.09%,57,"$9,549.42"
google / organic,20160613,"5,226",50.21%,"2,624",20.30%,4.75,00:04:13,0.73%,38,"$6,586.41"
(direct) / (none),20170225,"5,225",71.00%,"3,710",28.36%,2.62,00:01:49,0.21%,11,"$1,883.69"
google / cpc,20170224,"5,225",47.89%,"2,502",19.62%,4.46,00:03:21,1.01%,53,"$9,302.93"
google / organic,20160506,"5,224",49.44%,"2,583",16.06%,4.91,00:04:21,1.03%,54,"$10,761.63"
google / cpc,20160403,"5,223",54.32%,"2,837",21.67%,4.51,00:03:13,0.44%,23,"$3,739.85"
google / organic,20170227,"5,223",47.29%,"2,470",19.64%,5.40,00:04:46,0.73%,38,"$6,848.72"
google / cpc,20170111,"5,222",44.50%,"2,324",17.43%,4.99,00:03:43,0.65%,34,"$5,365.79"
google / organic,20160329,"5,221",49.53%,"2,586",21.99%,4.88,00:04:15,0.52%,27,"$5,560.99"
(direct) / (none),20160523,"5,220",61.17%,"3,193",14.08%,2.45,00:02:01,0.44%,23,"$4,019.17"
google / cpc,20161010,"5,219",46.54%,"2,429",20.66%,5.60,00:04:38,1.21%,63,"$8,900.46"
google / organic,20160903,"5,218",49.90%,"2,604",17.00%,5.70,00:04:41,1.02%,53,"$7,161.14"
google / organic,20161231,"5,217",42.99%,"2,243",21.28%,5.57,00:04:46,1.59%,83,"$11,936.19"
google / cpc,20160212,"5,214",46.62%,"2,431",29.56%,5.02,00:03:47,0.98%,51,"$7,800.45"
google / organic,20160819,"5,214",47.91%,"2,498",18.99%,5.61,00:05:13,1.25%,65,"$10,011.58"
(direct) / (none),20160706,"5,213",60.12%,"3,134",17.17%,2.73,00:02:14,0.54%,28,"$10,557.60"
bm23 / email,20170201,"5,213",20.22%,"1,054",28.60%,3.90,00:03:01,0.98%,51,"$7,430.39"
google / cpc,20160814,"5,213",54.61%,"2,847",29.25%,4.26,00:03:11,0.92%,48,"$6,800.65"
google / organic,20170316,"5,213",47.09%,"2,455",21.29%,5.06,00:04:31,0.75%,39,"$6,306.86"
ls / affiliate,20170308,"5,212",59.54%,"3,103",27.24%,3.21,00:02:46,1.59%,83,"$25,514.76"
google / cpc,20160709,"5,210",55.45%,"2,889",31.40%,3.94,00:02:47,0.86%,45,"$4,973.73"
google / organic,20170129,"5,210",48.00%,"2,501",19.17%,5.22,00:04:16,0.58%,30,"$5,413.01"
google / cpc,20170704,"5,208",47.93%,"2,496",19.62%,5.22,00:04:21,1.36%,71,"$12,812.24"
google / cpc,20170201,"5,206",45.54%,"2,371",18.42%,5.02,00:03:49,0.86%,45,"$7,748.25"
(direct) / (none),20170630,"5,204",77.84%,"4,051",53.19%,3.14,00:02:28,0.77%,40,"$5,905.33"
